Driver,Team,LapNumber,LapTime,Compound,TyreLife,Race,EventName,Session,TrackTemp,AirTemp,Humidity,IsPersonalBest,Deleted,DeletedReason,FastF1Generated,IsAccurate
VER,Red Bull Racing,35,91.7258071914785,SOFT,3,Bahrain,Bahrain Grand Prix,Race,54.217068791602664,32.09030647285511,63.28765977604875,False,False,,True,True
VER,Red Bull Racing,36,91.28902865565198,SOFT,4,Bahrain,Bahrain Grand Prix,Race,47.210370084333654,31.144059231984855,48.714302525242935,False,False,,True,True
VER,Red Bull Racing,37,91.23510025115617,SOFT,5,Bahrain,Bahrain Grand Prix,Race,36.654338204547344,25.684542766729734,71.61301730608155,False,False,,True,True
VER,Red Bull Racing,38,91.29515058176992,SOFT,6,Bahrain,Bahrain Grand Prix,Race,43.410765467447085,28.953301097311357,38.877726928254766,False,False,,True,True
VER,Red Bull Racing,39,91.58907633801752,SOFT,7,Bahrain,Bahrain Grand Prix,Race,51.33203427686438,29.131888796381226,71.5135098647949,False,False,,True,True
VER,Red Bull Racing,40,91.17263364677282,SOFT,8,Bahrain,Bahrain Grand Prix,Race,54.21857898875923,25.80777579031104,42.2008026673687,False,False,,True,True
VER,Red Bull Racing,41,91.42852160775867,SOFT,9,Bahrain,Bahrain Grand Prix,Race,54.36002840236152,27.941673577301355,45.67408343438919,False,False,,True,True
VER,Red Bull Racing,42,91.25501150510404,SOFT,10,Bahrain,Bahrain Grand Prix,Race,44.474407476267935,22.015115285327052,41.9980715840656,False,False,,True,True
VER,Red Bull Racing,43,91.86061353037182,SOFT,11,Bahrain,Bahrain Grand Prix,Race,51.616319035756185,27.614763560380876,50.343352287454536,False,False,,True,True
VER,Red Bull Racing,44,91.60170178046137,SOFT,12,Bahrain,Bahrain Grand Prix,Race,56.73998464225161,29.214926526311576,64.09738174959817,False,False,,True,True
VER,Red Bull Racing,45,91.58750849483368,SOFT,13,Bahrain,Bahrain Grand Prix,Race,45.304483035585804,29.941488090361133,56.26094827824029,False,False,,True,True
VER,Red Bull Racing,46,91.28652460350229,SOFT,14,Bahrain,Bahrain Grand Prix,Race,51.40270380838732,26.15459896668601,76.11317641616252,False,False,,True,True
VER,Red Bull Racing,47,91.8413697025532,SOFT,15,Bahrain,Bahrain Grand Prix,Race,45.35486207819873,29.317981420310304,53.91502111436487,False,False,,True,True
VER,Red Bull Racing,48,91.64471344678954,SOFT,16,Bahrain,Bahrain Grand Prix,Race,46.0379913064286,30.654971401559997,50.35470251355032,False,False,,True,True
VER,Red Bull Racing,49,91.65555256701876,SOFT,17,Bahrain,Bahrain Grand Prix,Race,43.2225567954182,30.856033281540086,69.5255024746237,False,False,,True,True
VER,Red Bull Racing,50,91.89040278238849,SOFT,18,Bahrain,Bahrain Grand Prix,Race,47.90657067017862,26.110897428204662,63.767546499523256,False,False,,True,True
VER,Red Bull Racing,51,91.96634740209302,SOFT,19,Bahrain,Bahrain Grand Prix,Race,41.44936021036258,22.636985164204653,42.794298957181454,False,False,,True,True
VER,Red Bull Racing,52,91.76015945436376,SOFT,20,Bahrain,Bahrain Grand Prix,Race,50.809686588733875,32.65857932751798,50.60482124525723,False,False,,True,True
VER,Red Bull Racing,53,91.85041692944574,SOFT,21,Bahrain,Bahrain Grand Prix,Race,46.308115279862335,28.036439527219677,64.30934083974078,False,False,,True,True
VER,Red Bull Racing,54,91.86536238128258,SOFT,22,Bahrain,Bahrain Grand Prix,Race,49.74571493890499,27.282325606390735,63.53974711067856,False,False,,True,True
VER,Red Bull Racing,55,91.9537919075423,SOFT,23,Bahrain,Bahrain Grand Prix,Race,41.93452658545811,33.736952919519915,65.65227082546917,False,False,,True,True
VER,Red Bull Racing,56,91.68759097997295,SOFT,24,Bahrain,Bahrain Grand Prix,Race,42.76613244105046,31.61476876533572,43.03339530786478,False,False,,True,True
VER,Red Bull Racing,57,92.23813566590462,SOFT,25,Bahrain,Bahrain Grand Prix,Race,48.335280517348956,25.902560265724247,54.91182953754193,False,False,,True,True
VER,Red Bull Racing,58,91.70399645027396,SOFT,26,Bahrain,Bahrain Grand Prix,Race,53.85215758283359,27.072722472409236,63.03813051376258,False,False,,True,True
VER,Red Bull Racing,41,91.17401451739634,SOFT,1,Bahrain,Bahrain Grand Prix,Race,45.4136521790024,27.224746792547695,66.83482320141003,False,False,,True,True
VER,Red Bull Racing,42,91.09291154524163,SOFT,2,Bahrain,Bahrain Grand Prix,Race,38.21607257790719,23.255038223156365,55.79009014244056,False,False,,True,True
VER,Red Bull Racing,43,91.44413849263607,SOFT,3,Bahrain,Bahrain Grand Prix,Race,46.187426258109696,27.047893644188072,59.58441296561979,False,False,,True,True
VER,Red Bull Racing,44,91.30724246877892,SOFT,4,Bahrain,Bahrain Grand Prix,Race,49.13095236827133,31.979511662310323,45.45609871427005,False,False,,True,True
VER,Red Bull Racing,45,90.84008068727132,SOFT,5,Bahrain,Bahrain Grand Prix,Race,43.24231600689775,24.941975598279786,63.31958186574511,False,False,,True,True
VER,Red Bull Racing,46,91.20113324093059,SOFT,6,Bahrain,Bahrain Grand Prix,Race,35.62110680718028,26.277395653576963,40.0802567454115,False,False,,True,True
VER,Red Bull Racing,49,91.20454371206763,SOFT,1,Bahrain,Bahrain Grand Prix,Race,40.86384528223839,29.558039542723517,70.32738913002578,False,False,,True,True
VER,Red Bull Racing,50,91.15624797030863,SOFT,2,Bahrain,Bahrain Grand Prix,Race,47.00855861049471,30.07043197513334,50.987795281141636,False,False,,True,True
VER,Red Bull Racing,51,91.26081849636209,SOFT,3,Bahrain,Bahrain Grand Prix,Race,45.06296200390897,28.293028295646494,47.26990216144534,False,False,,True,True
VER,Red Bull Racing,52,91.2589020348518,SOFT,4,Bahrain,Bahrain Grand Prix,Race,47.489991456227244,32.353430823385125,64.59270826085206,False,False,,True,True
VER,Red Bull Racing,53,91.72263649150231,SOFT,5,Bahrain,Bahrain Grand Prix,Race,41.16326218555975,30.616961910162033,56.83342005738352,False,False,,True,True
VER,Red Bull Racing,54,91.76796058664354,SOFT,6,Bahrain,Bahrain Grand Prix,Race,40.95850857322424,25.480834473457673,49.00607354555978,False,False,,True,True
VER,Red Bull Racing,55,90.94322085513805,SOFT,7,Bahrain,Bahrain Grand Prix,Race,42.37122489159619,25.722602015338907,56.50393786476208,False,False,,True,True
VER,Red Bull Racing,56,91.47435119515542,SOFT,8,Bahrain,Bahrain Grand Prix,Race,54.38085419607943,30.85127151455815,49.23096344337597,False,False,,True,True
VER,Red Bull Racing,57,91.26431706573032,SOFT,9,Bahrain,Bahrain Grand Prix,Race,47.45959585753253,24.039300378938073,73.31458765854353,False,False,,True,True
VER,Red Bull Racing,58,91.71788802414427,SOFT,10,Bahrain,Bahrain Grand Prix,Race,42.65412173947647,22.860596412727368,68.53872374165414,False,False,,True,True
PER,Red Bull Racing,1,91.66773338240205,SOFT,1,Bahrain,Bahrain Grand Prix,Race,51.16257105868126,28.656049276828423,50.156243080306965,False,False,,True,True
PER,Red Bull Racing,2,91.98177199727479,SOFT,2,Bahrain,Bahrain Grand Prix,Race,46.12617676402802,28.499288607409483,63.07555631605429,False,False,,True,True
PER,Red Bull Racing,3,91.87683047661712,SOFT,3,Bahrain,Bahrain Grand Prix,Race,49.0642823211905,23.94783414117548,48.62764467924123,False,False,,True,True
PER,Red Bull Racing,4,91.59869420970622,SOFT,4,Bahrain,Bahrain Grand Prix,Race,41.10459885376062,25.38368870378932,48.28976088849304,False,False,,True,True
PER,Red Bull Racing,5,91.83518974857083,SOFT,5,Bahrain,Bahrain Grand Prix,Race,47.472046436249144,27.995092100067705,50.7396766143558,False,False,,True,True
PER,Red Bull Racing,6,92.06109264973072,SOFT,6,Bahrain,Bahrain Grand Prix,Race,44.54216969675081,30.811217560945536,49.30673869451223,False,False,,True,True
PER,Red Bull Racing,7,91.92674255999042,SOFT,7,Bahrain,Bahrain Grand Prix,Race,51.71044252152958,20.173635970946872,48.44914716175922,False,False,,True,True
PER,Red Bull Racing,8,92.00074843516823,SOFT,8,Bahrain,Bahrain Grand Prix,Race,51.06407536841343,28.60934064383952,55.49572729299405,False,False,,True,True
PER,Red Bull Racing,9,92.24211569264466,SOFT,9,Bahrain,Bahrain Grand Prix,Race,51.3699669529441,25.394254188856902,56.16410980120757,False,False,,True,True
PER,Red Bull Racing,10,92.0300338004271,SOFT,10,Bahrain,Bahrain Grand Prix,Race,53.59299687006843,30.598211548128393,53.96423900098377,False,False,,True,True
PER,Red Bull Racing,11,92.04001486576072,SOFT,11,Bahrain,Bahrain Grand Prix,Race,35.58058255383053,30.905885453882036,61.45732788723247,False,False,,True,True
PER,Red Bull Racing,12,92.27643128664502,SOFT,12,Bahrain,Bahrain Grand Prix,Race,44.2797535086274,28.384123205675383,50.18661650720275,False,False,,True,True
PER,Red Bull Racing,13,91.84238901876884,SOFT,13,Bahrain,Bahrain Grand Prix,Race,41.98871898558912,22.542098651410214,64.14605515594084,False,False,,True,True
PER,Red Bull Racing,14,91.67502349946938,SOFT,14,Bahrain,Bahrain Grand Prix,Race,55.160712629796095,22.707619302099754,69.99888675675197,False,False,,True,True
PER,Red Bull Racing,15,91.96638919128591,SOFT,15,Bahrain,Bahrain Grand Prix,Race,47.805165337355305,25.742659899019394,71.73748159391383,False,False,,True,True
PER,Red Bull Racing,16,92.19474053361685,SOFT,16,Bahrain,Bahrain Grand Prix,Race,50.368410060493765,28.228144119689155,58.52959975538902,False,False,,True,True
PER,Red Bull Racing,17,92.34722133080395,SOFT,17,Bahrain,Bahrain Grand Prix,Race,42.35638007250148,24.159126615294234,41.98396674258,False,False,,True,True
PER,Red Bull Racing,18,92.27216851382722,SOFT,18,Bahrain,Bahrain Grand Prix,Race,42.5567995730596,21.562429720450176,60.12941250791496,False,False,,True,True
PER,Red Bull Racing,19,92.05630207174268,SOFT,19,Bahrain,Bahrain Grand Prix,Race,39.19837487365347,27.875121897139227,45.998843419260865,False,False,,True,True
PER,Red Bull Racing,20,92.3625010996679,SOFT,20,Bahrain,Bahrain Grand Prix,Race,54.86730445801279,26.862827061453036,44.40420853783351,False,False,,True,True
PER,Red Bull Racing,21,92.41230139552546,SOFT,21,Bahrain,Bahrain Grand Prix,Race,41.12384103166156,28.07125444599324,58.156359766812386,False,False,,True,True
PER,Red Bull Racing,22,92.40696061230749,SOFT,22,Bahrain,Bahrain Grand Prix,Race,45.28279474794585,28.576271141897948,70.97112722520811,False,False,,True,True
PER,Red Bull Racing,23,92.4014161391786,SOFT,23,Bahrain,Bahrain Grand Prix,Race,45.63717203334045,30.60054719002643,59.71036831418021,False,False,,True,True
PER,Red Bull Racing,24,92.41835815990184,SOFT,24,Bahrain,Bahrain Grand Prix,Race,49.50931718508944,25.386259356655213,52.73250572701774,False,False,,True,True
PER,Red Bull Racing,25,92.37378269189911,SOFT,25,Bahrain,Bahrain Grand Prix,Race,47.8808729973555,31.568799343854245,57.233361586963554,False,False,,True,True
PER,Red Bull Racing,26,92.58105318918584,SOFT,26,Bahrain,Bahrain Grand Prix,Race,40.62495666270962,25.892346648639506,43.06739884361574,False,False,,True,True
PER,Red Bull Racing,9,91.8110661993093,SOFT,1,Bahrain,Bahrain Grand Prix,Race,48.26817130667662,25.37807764154471,54.967040796726465,False,False,,True,True
PER,Red Bull Racing,10,92.11286588069846,SOFT,2,Bahrain,Bahrain Grand Prix,Race,50.07266346343649,26.678486323379424,70.8203818296378,False,False,,True,True
PER,Red Bull Racing,11,91.59838616204051,SOFT,3,Bahrain,Bahrain Grand Prix,Race,41.657990158483656,32.18719580778569,41.90350709988102,False,False,,True,True
PER,Red Bull Racing,12,91.33124448394632,SOFT,4,Bahrain,Bahrain Grand Prix,Race,49.70642289030238,28.08307279484864,56.27365478537156,False,False,,True,True
PER,Red Bull Racing,13,91.6797154321146,SOFT,5,Bahrain,Bahrain Grand Prix,Race,43.80753316307971,26.62567029150587,48.740070697456,False,False,,True,True
PER,Red Bull Racing,14,91.71361795552625,SOFT,6,Bahrain,Bahrain Grand Prix,Race,42.9327438059115,25.514248686943795,49.548308006681566,False,False,,True,True
PER,Red Bull Racing,15,91.32744809566756,SOFT,7,Bahrain,Bahrain Grand Prix,Race,48.42321100777584,29.170759806949427,54.15091167504168,False,False,,True,True
PER,Red Bull Racing,16,91.91346487695193,SOFT,8,Bahrain,Bahrain Grand Prix,Race,46.36788701569314,25.827994610187105,49.67419697779596,False,False,,True,True
PER,Red Bull Racing,17,92.00966332192607,SOFT,9,Bahrain,Bahrain Grand Prix,Race,46.03751742579568,34.12996146904692,71.19612155437311,False,False,,True,True
PER,Red Bull Racing,18,92.12860242807768,SOFT,10,Bahrain,Bahrain Grand Prix,Race,41.1913254213609,26.306328990191275,44.979532763712655,False,False,,True,True
PER,Red Bull Racing,19,92.03595146995733,SOFT,11,Bahrain,Bahrain Grand Prix,Race,31.295225777701493,26.624142169171005,51.93283600678183,False,False,,True,True
PER,Red Bull Racing,20,91.713141893366,SOFT,12,Bahrain,Bahrain Grand Prix,Race,48.98868157289317,24.58257481423035,57.67742665703261,False,False,,True,True
PER,Red Bull Racing,21,92.61275548469781,SOFT,13,Bahrain,Bahrain Grand Prix,Race,36.944971950223895,27.554345784978853,50.92539862364735,False,False,,True,True
PER,Red Bull Racing,22,91.97360626422072,SOFT,14,Bahrain,Bahrain Grand Prix,Race,48.8012554731768,31.318987314485327,62.716381493013365,False,False,,True,True
PER,Red Bull Racing,23,91.98733218350975,SOFT,15,Bahrain,Bahrain Grand Prix,Race,57.169240392012085,22.689270434974325,44.673709309657056,False,False,,True,True
PER,Red Bull Racing,24,92.20394585687808,SOFT,16,Bahrain,Bahrain Grand Prix,Race,45.44696959572825,29.464132238136248,70.80134095075202,False,False,,True,True
PER,Red Bull Racing,25,92.18402981612688,SOFT,17,Bahrain,Bahrain Grand Prix,Race,45.56864730106491,26.21645184182725,60.88328518460642,False,False,,True,True
PER,Red Bull Racing,26,92.18230429786993,SOFT,18,Bahrain,Bahrain Grand Prix,Race,43.40471489466829,29.630449458891334,65.34920927080599,False,False,,True,True
PER,Red Bull Racing,27,91.84237868966522,SOFT,19,Bahrain,Bahrain Grand Prix,Race,46.80389212336714,27.189390043967386,64.4761693766141,False,False,,True,True
PER,Red Bull Racing,28,92.27197547978508,SOFT,20,Bahrain,Bahrain Grand Prix,Race,51.5052621658115,25.970760938547883,32.69670092374111,False,False,,True,True
PER,Red Bull Racing,29,92.57031860813433,SOFT,21,Bahrain,Bahrain Grand Prix,Race,40.782275188772644,23.25924418976942,55.16053418643931,False,False,,True,True
PER,Red Bull Racing,30,92.35016426679397,SOFT,22,Bahrain,Bahrain Grand Prix,Race,49.11552487872503,30.677232459445634,55.95620445889392,False,False,,True,True
PER,Red Bull Racing,31,92.25903681161641,SOFT,23,Bahrain,Bahrain Grand Prix,Race,46.43470630612149,28.49558314036173,60.689366744696414,False,False,,True,True
PER,Red Bull Racing,32,92.29903865725105,SOFT,24,Bahrain,Bahrain Grand Prix,Race,42.99813563416223,29.52813434900832,67.47327055231725,False,False,,True,True
PER,Red Bull Racing,33,92.70518440159192,SOFT,25,Bahrain,Bahrain Grand Prix,Race,45.41027435576399,26.537814928236557,59.038205586793055,False,False,,True,True
PER,Red Bull Racing,34,92.33172191254131,SOFT,26,Bahrain,Bahrain Grand Prix,Race,40.91499280369553,32.52931393737887,59.02034480046922,False,False,,True,True
PER,Red Bull Racing,35,92.5184946532454,SOFT,27,Bahrain,Bahrain Grand Prix,Race,49.14569342292634,31.86092489154878,50.553624417543595,False,False,,True,True
PER,Red Bull Racing,36,92.5405184115101,SOFT,28,Bahrain,Bahrain Grand Prix,Race,42.23677113326497,30.891550956146084,64.73557447520123,False,False,,True,True
PER,Red Bull Racing,37,92.94118066425823,SOFT,29,Bahrain,Bahrain Grand Prix,Race,50.04301474924418,23.103345761714444,57.80964320918199,False,False,,True,True
PER,Red Bull Racing,17,91.34844289170154,SOFT,1,Bahrain,Bahrain Grand Prix,Race,41.59869206403046,22.96162215399463,48.94936924008097,False,False,,True,True
PER,Red Bull Racing,18,91.77438379728713,SOFT,2,Bahrain,Bahrain Grand Prix,Race,46.0632788119151,30.60354710998955,45.634859825032635,False,False,,True,True
PER,Red Bull Racing,19,91.48489499463763,SOFT,3,Bahrain,Bahrain Grand Prix,Race,46.02305104762456,26.192056584084053,68.01849168160095,False,False,,True,True
PER,Red Bull Racing,20,91.5725162231245,SOFT,4,Bahrain,Bahrain Grand Prix,Race,42.52305378534376,29.256518241605463,51.10711808272507,False,False,,True,True
PER,Red Bull Racing,21,91.48901112129252,SOFT,5,Bahrain,Bahrain Grand Prix,Race,39.50322087583956,29.613297875220866,41.4128848543794,False,False,,True,True
PER,Red Bull Racing,22,92.05343288550975,SOFT,6,Bahrain,Bahrain Grand Prix,Race,41.54800357849125,29.84864745090418,48.69587375970366,False,False,,True,True
PER,Red Bull Racing,23,91.62895172400073,SOFT,7,Bahrain,Bahrain Grand Prix,Race,46.23051841145091,31.1553504010477,52.52632249139895,False,False,,True,True
PER,Red Bull Racing,24,91.8369045292485,SOFT,8,Bahrain,Bahrain Grand Prix,Race,49.037086805414006,30.52158175075467,54.615082799802586,False,False,,True,True
PER,Red Bull Racing,25,91.79930402150293,SOFT,9,Bahrain,Bahrain Grand Prix,Race,45.41327979722516,27.427265525834972,58.129741518168515,False,False,,True,True
PER,Red Bull Racing,25,91.02862267141168,SOFT,1,Bahrain,Bahrain Grand Prix,Race,44.72852566741094,27.307196409373965,61.96206364813418,False,False,,True,True
PER,Red Bull Racing,26,91.97579121898906,SOFT,2,Bahrain,Bahrain Grand Prix,Race,50.632825147738785,27.19333392833551,43.9347409125833,False,False,,True,True
